0,0,14.4
3,8,14.4
1,2,14.4
0,-2,14.4
0,4,14.4
0,-2,14.4
0,0,14.4
-1,-2,14.4
-1,4,14.4
0,1,14.4
0,-4,14.4
0,4,14.4
0,-2,14.4
1,0,14.4
3,9,14.4
1,0,14.4
0,-1,14.4
0,1,14.4
0,0,14.4
5,7,14.4
1,-1,14.4
1,-2,14.4
1,4,14.4
0,-3,14.4
0,0,14.4
1,8,14.4
0,-1,14.4
0,-1,14.4
0,3,14.4
0,-2,14.4
0,1,14.4
1,7,14.4
0,0,14.4
0,0,14.4
0,3,14.4
0,-1,14.4
-1,-2,14.4
0,3,14.4
0,3,14.4
-1,-4,14.4
0,3,14.4
0,0,14.4
-3,-5,14.4
-2,6,14.4
-2,-1,14.4
-1,-4,14.4
0,5,14.4
0,-3,14.4
0,0,14.4
-1,0,14.4
-2,0,14.4
-1,2,14.4
0,-2,14.4
0,2,14.4
0,0,14.4
-2,-3,14.4
-2,7,14.4
-1,0,14.4
-1,-3,14.4
1,5,14.4
-1,-3,14.4
0,-1,14.4
1,8,14.4
-1,-1,14.4
0,-1,14.4
1,4,14.4
-1,-3,14.4
0,-2,14.4
2,7,14.4
0,-1,14.4
0,-2,14.4
1,4,14.4
0,-3,14.4
2,-1,14.4
5,6,14.4
2,-2,14.4
1,0,14.4
1,3,14.4
0,-3,14.4
1,-3,14.4
3,5,14.4
1,-2,14.4
1,1,14.4
0,-3,14.4
1,-3,14.4
3,4,14.4
1,-1,14.4
0,-3,14.4
0,1,14.4
0,0,14.4
0,-4,14.4
1,5,14.4
0,0,14.4
-1,-4,14.4
1,5,14.4
0,-3,14.4
0,-1,14.4
0,3,14.4
0,2,14.4
0,2,14.4
0,-1,14.4
0,1,14.4
0,0,14.4
0,-2,14.4
3,7,14.4
0,0,14.4
0,-3,14.4
1,5,14.4
0,-3,14.4
1,-1,14.4
5,8,14.4
1,-2,14.4
0,-1,14.4
1,4,14.4
-1,-3,14.4
2,-1,14.4
5,6,14.4
2,-1,14.4
0,-1,14.4
1,3,14.4
0,-2,14.4
1,0,14.4
4,5,14.4
1,-1,14.4
0,-1,14.4
1,2,14.4
0,-2,14.4
0,0,14.4
1,5,14.4
0,0,14.4
-1,-1,14.4
1,3,14.4
0,-2,14.4
-2,0,14.4
-3,5,14.4
-2,0,14.4
-1,-1,14.4
0,3,14.4
0,-2,14.4
-2,-2,14.4
-2,5,14.4
-2,-3,14.4
0,0,14.4
0,3,14.4
-2,-4,14.4
-2,5,14.4
0,0,14.4
-2,-3,14.4
0,3,14.4
-1,-3,14.4
-2,0,14.4
-4,5,14.4
-2,-1,14.4
-1,0,14.4
0,2,14.4
0,-2,14.4
-3,-3,14.4
-3,5,14.4
-1,0,14.4
-1,-4,14.4
-1,0,14.4
1,3,14.4
-2,-5,14.4
-1,5,14.4
0,0,14.4
-2,0,14.4
0,0,14.4
-1,-1,14.4
0,0,14.4
0,0,14.4
-4,6,14.4
0,0,14.4
-1,2,14.4
0,0,14.4
-2,-4,14.4
0,0,14.4
0,0,14.4
2,9,14.4
-1,-3,14.4
1,3,14.4
